Date,Open,High,Low,Close,Adj Close,Volume
2021-06-30,3278.000000,3358.000000,3278.000000,3344.100098,3344.100098,502700
2021-07-01,3373.699951,3373.699951,3305.000000,3315.649902,3315.649902,155967
2021-07-02,3340.000000,3342.750000,3305.000000,3314.300049,3314.300049,262656
2021-07-05,3375.000000,3395.000000,3341.300049,3360.649902,3360.649902,379870
2021-07-06,3366.000000,3425.000000,3332.000000,3364.600098,3364.600098,336459
2021-07-07,3366.000000,3402.000000,3326.000000,3396.399902,3396.399902,276021
2021-07-08,3400.000000,3420.000000,3368.000000,3389.199951,3389.199951,184898
2021-07-09,3390.000000,3398.000000,3361.100098,3377.600098,3377.600098,146424
2021-07-12,3369.600098,3378.000000,3310.199951,3349.050049,3349.050049,639197
2021-07-13,3330.000000,3370.000000,3307.550049,3355.000000,3355.000000,264068
2021-07-14,3349.949951,3350.100098,3319.000000,3330.050049,3330.050049,253367
2021-07-15,3319.000000,3363.000000,3300.000000,3328.500000,3328.500000,188080
2021-07-16,3332.949951,3365.000000,3327.000000,3349.199951,3349.199951,316985
2021-07-19,3320.000000,3348.899902,3315.149902,3331.600098,3331.600098,143633
2021-07-20,3347.000000,3419.000000,3334.000000,3397.300049,3397.300049,553490
2021-07-22,3434.000000,3449.000000,3383.000000,3397.350098,3397.350098,216224
2021-07-23,3417.850098,3425.000000,3393.050049,3413.199951,3413.199951,155192
2021-07-26,3410.000000,3499.500000,3398.300049,3483.550049,3483.550049,319728
2021-07-27,3499.000000,3533.399902,3465.250000,3499.399902,3499.399902,286345
2021-07-28,3499.000000,3518.199951,3441.100098,3488.500000,3488.500000,172832
2021-07-29,3500.000000,3524.000000,3492.250000,3502.600098,3502.600098,131747
2021-07-30,3524.000000,3524.000000,3475.250000,3500.800049,3500.800049,270545
2021-08-02,3524.800049,3524.800049,3486.000000,3502.399902,3502.399902,147600
2021-08-03,3508.000000,3579.000000,3504.000000,3566.250000,3566.250000,224336
2021-08-04,3575.000000,3609.000000,3535.850098,3593.050049,3593.050049,197380
2021-08-05,3600.000000,3624.449951,3551.000000,3564.149902,3564.149902,117492
2021-08-06,3569.000000,3593.000000,3520.000000,3529.199951,3529.199951,128769
2021-08-09,3549.000000,3577.649902,3501.000000,3523.000000,3523.000000,254763
2021-08-10,3541.000000,3586.550049,3515.000000,3551.649902,3551.649902,162584
2021-08-11,3551.649902,3575.000000,3465.000000,3563.949951,3563.949951,167988
2021-08-12,3573.800049,3589.000000,3546.600098,3561.000000,3561.000000,114737
2021-08-13,3584.000000,3634.449951,3518.000000,3594.550049,3594.550049,292706
2021-08-16,3594.000000,3659.000000,3566.300049,3633.500000,3633.500000,180469
2021-08-17,3655.000000,3655.000000,3604.000000,3634.350098,3634.350098,201361
2021-08-18,3640.000000,3668.250000,3626.149902,3650.600098,3650.600098,147888
2021-08-20,3650.000000,3707.149902,3618.000000,3643.100098,3643.100098,232756
2021-08-23,3663.000000,3700.000000,3644.000000,3673.750000,3673.750000,163347
2021-08-24,3700.000000,3770.000000,3680.000000,3708.550049,3708.550049,343937
2021-08-25,3749.949951,3847.449951,3716.149902,3789.699951,3789.699951,332203
2021-08-26,3814.000000,3889.800049,3800.050049,3847.800049,3847.800049,532719
2021-08-27,3887.000000,3898.000000,3815.000000,3833.050049,3833.050049,349704
2021-08-30,3862.000000,3899.000000,3835.300049,3888.350098,3888.350098,267923
2021-08-31,3899.000000,3979.750000,3871.149902,3954.800049,3954.800049,378858
2021-09-01,3978.000000,4015.000000,3960.050049,3968.600098,3968.600098,249485
2021-09-02,3979.000000,3984.449951,3911.000000,3917.649902,3917.649902,206216
2021-09-03,3940.000000,3961.699951,3925.050049,3938.899902,3938.899902,262989
2021-09-06,3959.899902,3960.000000,3902.199951,3921.300049,3921.300049,227165
2021-09-07,3938.000000,3963.699951,3875.100098,3937.550049,3937.550049,357260
2021-09-08,3945.000000,3977.000000,3921.100098,3932.949951,3932.949951,462531
2021-09-09,3934.000000,3964.000000,3908.000000,3950.500000,3950.500000,154864
2021-09-13,3951.000000,3986.149902,3948.100098,3961.850098,3961.850098,145925
2021-09-14,3970.000000,4000.000000,3964.899902,3979.699951,3979.699951,203689
2021-09-15,3979.899902,3992.199951,3961.000000,3982.600098,3982.600098,339798
2021-09-16,3982.600098,4100.000000,3981.050049,4084.500000,4084.500000,486429
2021-09-17,4124.000000,4294.649902,4120.000000,4239.649902,4239.649902,767511
2021-09-20,4208.000000,4430.000000,4151.000000,4355.899902,4355.899902,438432
2021-09-21,4415.100098,4450.000000,4305.049805,4361.950195,4361.950195,437837
2021-09-22,4373.000000,4420.000000,4331.200195,4378.649902,4378.649902,243996
2021-09-23,4408.950195,4500.000000,4372.350098,4409.899902,4409.899902,325049
2021-09-24,4440.000000,4461.000000,4405.000000,4422.350098,4422.350098,198742
2021-09-27,4435.000000,4448.950195,4292.500000,4385.750000,4385.750000,555192
2021-09-28,4397.000000,4421.899902,4294.950195,4315.750000,4315.750000,305671
2021-09-29,4316.000000,4395.950195,4202.000000,4251.200195,4251.200195,377254
2021-09-30,4259.750000,4310.000000,4205.250000,4250.200195,4250.200195,339960
2021-10-01,4250.000000,4284.200195,4220.100098,4235.600098,4235.600098,203932
2021-10-04,4393.950195,4464.350098,4232.200195,4257.350098,4257.350098,906261
2021-10-05,4284.000000,4284.000000,4246.850098,4257.299805,4257.299805,242566
2021-10-06,4292.149902,4295.000000,4205.000000,4218.549805,4218.549805,301394
2021-10-07,4254.950195,4337.000000,4251.000000,4311.700195,4311.700195,570321
2021-10-08,4326.399902,4421.950195,4299.049805,4407.950195,4407.950195,314758
2021-10-11,4438.000000,4840.000000,4407.000000,4719.450195,4719.450195,1017160
2021-10-12,4780.000000,4895.000000,4718.850098,4739.000000,4739.000000,817027
2021-10-13,4777.000000,5595.000000,4760.250000,5117.149902,5117.149902,2593684
2021-10-14,5194.000000,5420.000000,5180.049805,5323.750000,5323.750000,1187904
2021-10-18,5599.000000,5900.000000,4851.100098,4897.799805,4897.799805,4748382
2021-10-19,5000.000000,5100.000000,4725.000000,4754.549805,4754.549805,1804742
2021-10-20,4789.000000,4860.000000,4470.250000,4596.399902,4596.399902,1677557
2021-10-21,4650.000000,4699.500000,4500.000000,4521.250000,4521.250000,1028678
2021-10-22,4559.000000,4560.000000,4482.000000,4521.450195,4521.450195,739603
2021-10-25,4534.299805,4550.000000,4351.000000,4400.600098,4400.600098,591416
2021-10-26,4419.000000,4599.000000,4365.000000,4568.500000,4568.500000,637834
2021-10-27,4600.000000,4770.000000,4591.549805,4733.000000,4733.000000,762605
2021-10-28,4748.000000,4776.850098,4620.000000,4675.649902,4675.649902,375073
2021-10-29,4669.000000,4725.000000,4561.149902,4635.450195,4635.450195,437818
2021-11-01,4670.000000,4708.000000,4550.000000,4564.750000,4564.750000,392446
2021-11-02,4596.700195,4666.799805,4580.000000,4597.049805,4597.049805,304774
2021-11-03,4644.000000,4790.000000,4600.000000,4741.299805,4741.299805,462222
2021-11-04,4780.000000,4824.799805,4760.049805,4783.700195,4783.700195,136777
2021-11-08,4783.000000,4867.299805,4720.000000,4748.500000,4748.500000,340161
2021-11-09,4748.000000,4774.299805,4723.700195,4757.149902,4757.149902,180363
2021-11-10,4745.000000,5000.000000,4726.000000,4960.299805,4960.299805,1128493
2021-11-11,4960.299805,5040.000000,4901.149902,4997.750000,4997.750000,735028
2021-11-12,5044.950195,5097.649902,5026.950195,5078.549805,5078.549805,487061
2021-11-15,5075.000000,5075.000000,4980.000000,5023.299805,5023.299805,324397
2021-11-16,5025.000000,5100.000000,4982.000000,5081.500000,5081.500000,538836
2021-11-17,5080.000000,5180.000000,5079.750000,5126.399902,5126.399902,447914
2021-11-18,5130.000000,5180.000000,5037.000000,5080.899902,5080.899902,428372
2021-11-22,5100.000000,5100.000000,4782.000000,4828.299805,4828.299805,650655
2021-11-23,4829.000000,4920.000000,4758.149902,4843.299805,4843.299805,580934
2021-11-24,4876.000000,4958.950195,4850.049805,4882.600098,4882.600098,483901
2021-11-25,4930.000000,4930.000000,4854.649902,4894.500000,4894.500000,364378
2021-11-26,4860.000000,4860.000000,4700.100098,4718.750000,4718.750000,518551
2021-11-29,4687.000000,4721.000000,4455.000000,4673.350098,4673.350098,609710
2021-11-30,4673.399902,4800.000000,4661.000000,4710.899902,4710.899902,790479
2021-12-01,4750.000000,4848.000000,4666.000000,4693.700195,4693.700195,374830
2021-12-02,4750.000000,4794.549805,4718.450195,4782.950195,4782.950195,351343
2021-12-03,4799.000000,4850.000000,4775.000000,4799.049805,4799.049805,287731
2021-12-06,4820.000000,4821.950195,4580.000000,4593.450195,4593.450195,466595
2021-12-07,4674.700195,4719.000000,4611.000000,4660.649902,4660.649902,435517
2021-12-08,4708.200195,4842.000000,4708.200195,4814.600098,4814.600098,763280
2021-12-09,4822.000000,4878.399902,4777.000000,4821.200195,4821.200195,316687
2021-12-10,4798.000000,4809.700195,4775.500000,4796.600098,4796.600098,173574
2021-12-13,4830.000000,4870.000000,4750.000000,4765.799805,4765.799805,283323
2021-12-14,4764.750000,4840.000000,4714.100098,4814.399902,4814.399902,352396
2021-12-15,4799.899902,4814.250000,4740.000000,4749.450195,4749.450195,410084
2021-12-16,4801.000000,4815.149902,4726.149902,4742.100098,4742.100098,243570
2021-12-17,4771.000000,4791.250000,4672.149902,4697.799805,4697.799805,454824
2021-12-20,4669.000000,4690.000000,4552.250000,4618.950195,4618.950195,310441
2021-12-21,4612.500000,4677.000000,4571.049805,4587.399902,4587.399902,312536
2021-12-22,4627.950195,4695.500000,4587.399902,4655.850098,4655.850098,338380
2021-12-23,4711.250000,4711.250000,4631.399902,4647.899902,4647.899902,204211
2021-12-24,4674.000000,4674.000000,4615.000000,4628.899902,4628.899902,122078
2021-12-27,4599.000000,4680.000000,4555.250000,4668.649902,4668.649902,294366
2021-12-28,4680.000000,4760.950195,4645.000000,4721.950195,4721.950195,320963
2021-12-29,4739.000000,4748.700195,4675.000000,4683.950195,4683.950195,176720
2021-12-30,4677.500000,4699.000000,4625.000000,4639.350098,4639.350098,195753
2021-12-31,4641.000000,4692.750000,4636.000000,4671.450195,4671.450195,172788
2022-01-03,4770.000000,4799.000000,4701.200195,4711.500000,4711.500000,534384
2022-01-04,4758.899902,4758.899902,4685.000000,4726.950195,4726.950195,242287
2022-01-05,4725.000000,4725.000000,4646.000000,4687.399902,4687.399902,287948
2022-01-06,4669.100098,4716.000000,4642.649902,4705.649902,4705.649902,361505
2022-01-07,4715.000000,4748.000000,4696.149902,4731.350098,4731.350098,301517
2022-01-10,4784.899902,4784.899902,4620.000000,4633.549805,4633.549805,1037618
2022-01-11,4649.000000,4654.899902,4499.000000,4504.899902,4504.899902,791417
2022-01-12,4500.000000,4500.000000,4165.299805,4276.100098,4276.100098,2521043
2022-01-13,4276.000000,4354.450195,4221.600098,4254.600098,4254.600098,1090010
2022-01-14,4266.000000,4344.450195,4256.149902,4322.700195,4322.700195,896929
2022-01-17,4365.000000,4414.000000,4290.450195,4400.500000,4400.500000,870335
2022-01-18,4425.000000,4500.000000,4381.000000,4441.149902,4441.149902,940894
2022-01-19,4459.000000,4505.000000,4365.000000,4483.399902,4483.399902,579886
2022-01-20,4517.000000,4517.000000,4462.350098,4483.549805,4483.549805,350124
2022-01-21,4410.000000,4435.450195,4281.000000,4299.799805,4299.799805,606584
2022-01-24,4300.000000,4316.899902,3978.000000,4035.300049,4035.300049,1126974
2022-01-25,4025.000000,4120.000000,3881.250000,4095.449951,4095.449951,810518
2022-01-27,4040.000000,4144.100098,3994.949951,4063.300049,4063.300049,675652
2022-01-28,4130.000000,4150.899902,4046.000000,4076.000000,4076.000000,582484
2022-01-31,4140.000000,4171.000000,4092.000000,4114.350098,4114.350098,478099
2022-02-01,4133.200195,4278.000000,4092.000000,4225.600098,4225.600098,321735
2022-02-02,4274.299805,4275.000000,4211.000000,4236.649902,4236.649902,249200
2022-02-03,4231.049805,4235.000000,4122.350098,4140.000000,4140.000000,337719
2022-02-04,4140.000000,4140.200195,4075.000000,4081.899902,4081.899902,299981
2022-02-07,4090.000000,4146.799805,4045.199951,4073.550049,4073.550049,288091
2022-02-08,4098.899902,4128.950195,3995.000000,4015.000000,4015.000000,456874
2022-02-09,4078.699951,4078.699951,3983.000000,4002.100098,4002.100098,380364
2022-02-10,4034.100098,4182.000000,4001.000000,4162.700195,4162.700195,699250
2022-02-11,4138.000000,4157.000000,4080.100098,4142.250000,4142.250000,336884
2022-02-14,4015.000000,4125.000000,3958.050049,3979.750000,3979.750000,466101
2022-02-15,4015.000000,4128.899902,3980.000000,4081.750000,4081.750000,377212
2022-02-16,4139.899902,4155.000000,4035.000000,4051.149902,4051.149902,313236
2022-02-17,4095.600098,4152.000000,4080.000000,4115.399902,4115.399902,357259
2022-02-18,4098.000000,4121.000000,4056.050049,4073.100098,4073.100098,169496
2022-02-21,4048.000000,4170.000000,3990.000000,4096.600098,4096.600098,480541
2022-02-22,4001.000000,4179.000000,3990.000000,4157.100098,4157.100098,484781
2022-02-23,4165.000000,4217.700195,4135.000000,4193.450195,4193.450195,360454
2022-02-24,3993.850098,4131.950195,3947.850098,4014.649902,4014.649902,552288
2022-02-25,4080.000000,4210.000000,4037.649902,4190.750000,4190.750000,425226
2022-02-28,4155.000000,4355.000000,4062.100098,4340.350098,4340.350098,647569
2022-03-02,4299.950195,4446.950195,4270.000000,4295.149902,4295.149902,479507
2022-03-03,4370.000000,4395.000000,4253.899902,4276.500000,4276.500000,303425
2022-03-04,4260.200195,4260.200195,4075.050049,4110.200195,4110.200195,437691
2022-03-07,4001.000000,4175.000000,3970.800049,3991.649902,3991.649902,694633
2022-03-08,4016.000000,4160.000000,3992.399902,4124.000000,4124.000000,713004
2022-03-09,4155.000000,4172.899902,4071.100098,4096.700195,4096.700195,395071
2022-03-10,4210.000000,4239.899902,4142.299805,4168.600098,4168.600098,439778
2022-03-11,4167.000000,4210.000000,4109.250000,4198.950195,4198.950195,387534
2022-03-14,4190.000000,4218.000000,4150.000000,4168.250000,4168.250000,305326
2022-03-15,4191.000000,4251.000000,4171.750000,4231.049805,4231.049805,560819
2022-03-16,4229.750000,4243.600098,4153.000000,4169.549805,4169.549805,470355
2022-03-17,4218.000000,4239.000000,4166.100098,4192.750000,4192.750000,608024
2022-03-21,4217.000000,4217.000000,4080.600098,4095.199951,4095.199951,370641
2022-03-22,4129.000000,4129.000000,4031.000000,4054.000000,4054.000000,396898
2022-03-23,4085.699951,4119.000000,4064.600098,4091.350098,4091.350098,285639
2022-03-24,4086.250000,4086.250000,4031.550049,4042.850098,4042.850098,374573
2022-03-25,4069.000000,4069.000000,3995.000000,4001.300049,4001.300049,440558
2022-03-28,4005.149902,4021.000000,3975.050049,4010.050049,4010.050049,428027
2022-03-29,4010.050049,4037.800049,3985.000000,4006.100098,4006.100098,397614
2022-03-30,4025.000000,4084.000000,3945.000000,3973.399902,3973.399902,580732
2022-03-31,4028.000000,4040.000000,3983.050049,4003.350098,4003.350098,492437
2022-04-01,4013.000000,4093.000000,4000.000000,4082.199951,4082.199951,416596
2022-04-04,4120.000000,4150.000000,4076.149902,4106.649902,4106.649902,438581
2022-04-05,4138.750000,4148.000000,4100.000000,4109.700195,4109.700195,277248
2022-04-06,4090.000000,4139.799805,4085.600098,4101.899902,4101.899902,218183
2022-04-07,4099.899902,4244.000000,4092.000000,4159.700195,4159.700195,979784
2022-04-08,4165.000000,4208.000000,4118.000000,4146.250000,4146.250000,358035
2022-04-11,4136.799805,4200.000000,4130.049805,4171.600098,4171.600098,202944
2022-04-12,4174.950195,4174.950195,4075.000000,4088.699951,4088.699951,228548
2022-04-13,4101.000000,4117.950195,4081.699951,4090.899902,4090.899902,157516
2022-04-18,4065.000000,4079.000000,4009.000000,4056.000000,4056.000000,193904
2022-04-19,4089.899902,4131.899902,3975.000000,4008.899902,4008.899902,222195
2022-04-20,4026.000000,4065.000000,4000.000000,4054.800049,4054.800049,222817
2022-04-21,4075.000000,4080.000000,4015.000000,4030.250000,4030.250000,209196
2022-04-22,4028.649902,4060.050049,3995.750000,4028.850098,4028.850098,210640
2022-04-25,4000.000000,4022.350098,3975.050049,3989.199951,3989.199951,204726
2022-04-26,4009.800049,4050.000000,3994.399902,4044.250000,4044.250000,198101
2022-04-27,4006.100098,4024.350098,3960.000000,3977.699951,3977.699951,169916
2022-04-28,4023.899902,4054.000000,3995.550049,4024.550049,4024.550049,247751
2022-04-29,4048.899902,4085.000000,3906.000000,3944.250000,3944.250000,238651
2022-05-02,3939.600098,3997.800049,3889.000000,3983.350098,3983.350098,265831
2022-05-04,4000.000000,4023.949951,3850.199951,3867.149902,3867.149902,270400
2022-05-05,3920.000000,3980.000000,3775.000000,3943.800049,3943.800049,457770
2022-05-06,3866.000000,3889.649902,3602.149902,3666.199951,3666.199951,858787
2022-05-09,3655.000000,3655.000000,3486.000000,3520.300049,3520.300049,732787
2022-05-10,3501.000000,3545.250000,3402.149902,3414.949951,3414.949951,696666
2022-05-11,3448.000000,3448.000000,3311.699951,3339.699951,3339.699951,689554
2022-05-12,3310.000000,3334.949951,3241.250000,3270.449951,3270.449951,725552
2022-05-13,3351.000000,3357.750000,3205.000000,3230.600098,3230.600098,546754
2022-05-16,3260.000000,3620.000000,3186.000000,3561.100098,3561.100098,1871384
2022-05-17,3620.000000,3724.000000,3473.449951,3657.000000,3657.000000,926148
2022-05-18,3700.000000,3781.000000,3650.000000,3664.050049,3664.050049,712472
2022-05-19,3513.000000,3649.000000,3491.500000,3614.850098,3614.850098,439658
2022-05-20,3708.899902,3717.199951,3610.000000,3630.399902,3630.399902,334172
2022-05-23,3650.000000,3694.500000,3552.050049,3574.100098,3574.100098,258246
2022-05-24,3579.949951,3685.000000,3571.199951,3656.750000,3656.750000,391193
2022-05-25,3670.000000,3694.000000,3555.649902,3586.449951,3586.449951,224375
2022-05-26,3586.449951,3635.699951,3465.300049,3577.449951,3577.449951,279250
2022-05-27,3605.000000,3649.000000,3586.000000,3613.850098,3613.850098,199688
2022-05-30,3660.000000,3824.899902,3645.000000,3796.399902,3796.399902,429986
2022-05-31,3807.750000,4049.000000,3767.899902,3972.800049,3972.800049,1335568
2022-06-01,3960.000000,4039.000000,3812.550049,3874.050049,3874.050049,620365
2022-06-02,3885.000000,3927.550049,3831.100098,3856.899902,3856.899902,302036
2022-06-03,3888.000000,3888.399902,3768.000000,3820.100098,3820.100098,349881
2022-06-06,3800.000000,3800.000000,3675.000000,3734.750000,3734.750000,295307
2022-06-07,3704.000000,3778.800049,3652.050049,3726.699951,3726.699951,301552
2022-06-08,3765.000000,3771.000000,3700.000000,3739.399902,3739.399902,250665
2022-06-09,3729.899902,3850.000000,3686.399902,3830.350098,3830.350098,445083
2022-06-10,3790.000000,3838.000000,3735.100098,3755.649902,3755.649902,235985
2022-06-13,3700.000000,3743.600098,3644.399902,3661.600098,3661.600098,252912
2022-06-14,3628.000000,3712.699951,3552.250000,3648.300049,3648.300049,424143
2022-06-15,3669.899902,3743.949951,3645.350098,3662.899902,3662.899902,274604
2022-06-16,3736.000000,3737.899902,3562.000000,3682.600098,3682.600098,408563
2022-06-17,3670.000000,3673.850098,3413.699951,3460.550049,3460.550049,1104855
2022-06-20,3493.449951,3536.699951,3460.550049,3479.100098,3479.100098,222230
2022-06-21,3520.000000,3545.000000,3450.000000,3519.550049,3519.550049,340688
2022-06-22,3524.449951,3524.449951,3466.050049,3486.350098,3486.350098,197297
2022-06-23,3487.750000,3502.649902,3401.000000,3440.449951,3440.449951,355857
2022-06-24,3489.949951,3489.949951,3390.100098,3412.000000,3412.000000,454591
2022-06-27,3460.000000,3460.000000,3400.000000,3408.600098,3408.600098,276838
2022-06-28,3407.550049,3497.000000,3374.000000,3479.949951,3479.949951,440886
2022-06-29,3450.449951,3527.000000,3425.000000,3445.250000,3445.250000,405633
2022-06-30,3445.199951,3469.000000,3370.000000,3406.100098,3406.100098,384404
2022-07-01,3394.449951,3406.649902,3331.100098,3388.750000,3388.750000,311228
2022-07-04,3530.000000,3555.000000,3460.000000,3495.500000,3495.500000,766616
2022-07-05,3506.000000,3657.649902,3506.000000,3639.050049,3639.050049,859254
2022-07-06,3650.000000,3830.000000,3650.000000,3792.000000,3792.000000,751853
2022-07-07,3870.000000,3935.600098,3830.000000,3850.949951,3850.949951,463192
2022-07-08,3868.399902,3974.000000,3851.100098,3941.699951,3941.699951,568785
2022-07-11,4000.000000,4087.850098,3892.000000,3986.850098,3986.850098,2331905
2022-07-12,3986.500000,3986.850098,3855.000000,3878.399902,3878.399902,569128
2022-07-13,3900.000000,3944.000000,3870.000000,3883.350098,3883.350098,423704
2022-07-14,3913.899902,3944.000000,3884.000000,3924.850098,3924.850098,372526
2022-07-15,3925.000000,3939.899902,3888.000000,3926.800049,3926.800049,194371
2022-07-18,3951.000000,3968.000000,3920.000000,3945.750000,3945.750000,287481
2022-07-19,3911.000000,3942.000000,3911.000000,3931.300049,3931.300049,169004
2022-07-20,3960.000000,3965.000000,3902.000000,3915.449951,3915.449951,251615
2022-07-21,3930.000000,4059.000000,3920.050049,4035.350098,4035.350098,587934
2022-07-22,4070.000000,4077.899902,3950.000000,3963.399902,3963.399902,457904
2022-07-25,3973.000000,4050.000000,3935.000000,4040.050049,4040.050049,444451
2022-07-26,4038.000000,4038.000000,3909.000000,3932.399902,3932.399902,430993
2022-07-27,3940.000000,4010.000000,3920.000000,4000.949951,4000.949951,245970
2022-07-28,4020.000000,4164.000000,4001.000000,4147.799805,4147.799805,725281
2022-07-29,4215.000000,4250.000000,4183.450195,4243.850098,4243.850098,514745
2022-08-01,4251.950195,4317.000000,4246.500000,4307.649902,4307.649902,399725
2022-08-02,4306.000000,4306.000000,4235.049805,4259.100098,4259.100098,311279
2022-08-03,4251.000000,4298.000000,4180.100098,4253.149902,4253.149902,289000
2022-08-04,4268.000000,4314.899902,4175.000000,4239.100098,4239.100098,593274
2022-08-05,4238.000000,4295.000000,4187.149902,4232.250000,4232.250000,528876
2022-08-08,4237.399902,4267.399902,4233.000000,4250.049805,4250.049805,200014
2022-08-10,4250.049805,4278.950195,4219.850098,4250.700195,4250.700195,238239
2022-08-11,4280.000000,4295.000000,4260.000000,4274.850098,4274.850098,246094
2022-08-12,4274.850098,4387.000000,4255.000000,4336.700195,4336.700195,448303
2022-08-16,4355.000000,4412.000000,4350.549805,4402.100098,4402.100098,290414
2022-08-17,4422.000000,4438.000000,4370.000000,4398.649902,4398.649902,316826
2022-08-18,4425.000000,4493.100098,4401.049805,4460.950195,4460.950195,468551
2022-08-19,4487.000000,4523.500000,4352.750000,4382.000000,4382.000000,437762
2022-08-22,4371.000000,4371.000000,4231.000000,4250.750000,4250.750000,330916
2022-08-23,4195.000000,4301.000000,4170.549805,4256.950195,4256.950195,285843
2022-08-24,4269.000000,4356.000000,4266.000000,4304.250000,4304.250000,270843
2022-08-25,4339.899902,4394.000000,4312.049805,4341.250000,4341.250000,246543
2022-08-26,4384.000000,4414.500000,4370.049805,4409.649902,4409.649902,202948
2022-08-29,4270.000000,4450.000000,4270.000000,4431.549805,4431.549805,352554
2022-08-30,4475.000000,4550.000000,4460.299805,4531.350098,4531.350098,426171
2022-09-01,4494.000000,4599.399902,4462.000000,4565.850098,4565.850098,431835
2022-09-02,4572.899902,4609.000000,4511.000000,4576.799805,4576.799805,268702
2022-09-05,4584.799805,4606.149902,4550.000000,4577.450195,4577.450195,216543
2022-09-06,4599.000000,4603.950195,4531.000000,4557.100098,4557.100098,258981
2022-09-07,4532.000000,4548.000000,4402.299805,4426.299805,4426.299805,322460
2022-09-08,4499.000000,4499.000000,4390.000000,4406.049805,4406.049805,214781
2022-09-09,4448.549805,4448.549805,4370.000000,4386.100098,4386.100098,210596
2022-09-12,4440.000000,4475.000000,4400.000000,4443.950195,4443.950195,252381
2022-09-13,4470.000000,4510.000000,4447.799805,4493.250000,4493.250000,293076
2022-09-14,4450.000000,4518.000000,4426.149902,4478.250000,4478.250000,268511
2022-09-15,4499.000000,4539.000000,4475.000000,4525.850098,4525.850098,221683
2022-09-16,4528.899902,4550.000000,4285.399902,4327.549805,4327.549805,584163
2022-09-19,4340.000000,4417.200195,4271.250000,4348.000000,4348.000000,235756
2022-09-20,4401.100098,4412.000000,4330.000000,4349.299805,4349.299805,203661
2022-09-21,4349.000000,4394.950195,4292.049805,4308.700195,4308.700195,223827
2022-09-22,4288.750000,4440.600098,4257.000000,4431.700195,4431.700195,465230
2022-09-23,4450.000000,4469.899902,4351.000000,4367.000000,4367.000000,241647
2022-09-26,4323.000000,4448.000000,4261.000000,4375.299805,4375.299805,403076
2022-09-27,4375.299805,4417.500000,4270.000000,4283.200195,4283.200195,237462
2022-09-28,4249.000000,4367.950195,4240.000000,4318.149902,4318.149902,352261
2022-09-29,4365.000000,4416.950195,4220.100098,4240.549805,4240.549805,518364
2022-09-30,4270.000000,4400.000000,4251.200195,4386.549805,4386.549805,352698
2022-10-03,4399.000000,4465.850098,4389.799805,4443.750000,4443.750000,296102
2022-10-04,4600.000000,4600.000000,4460.549805,4479.549805,4479.549805,605857
2022-10-06,4540.000000,4540.000000,4400.000000,4413.850098,4413.850098,326251
2022-10-07,4435.950195,4482.000000,4411.250000,4471.450195,4471.450195,213203
2022-10-10,4440.100098,4495.000000,4406.049805,4471.750000,4471.750000,183914
2022-10-11,4485.000000,4486.000000,4358.500000,4381.100098,4381.100098,268072
2022-10-12,4398.750000,4429.000000,4330.000000,4352.899902,4352.899902,207335
2022-10-13,4366.000000,4366.000000,4300.100098,4309.950195,4309.950195,171144
2022-10-14,4398.500000,4399.000000,4291.149902,4306.149902,4306.149902,188039
2022-10-17,4283.950195,4307.950195,4140.049805,4153.450195,4153.450195,950223
2022-10-18,4188.000000,4189.000000,4110.000000,4139.350098,4139.350098,346218
2022-10-19,4168.000000,4194.100098,4139.350098,4167.850098,4167.850098,266990
2022-10-20,4155.000000,4233.000000,4140.450195,4226.250000,4226.250000,292757
2022-10-21,4244.000000,4249.750000,4190.500000,4215.549805,4215.549805,184554
2022-10-24,4271.899902,4273.000000,4210.000000,4229.950195,4229.950195,71402
2022-10-25,4221.000000,4249.500000,4165.000000,4235.600098,4235.600098,160107
2022-10-27,4248.000000,4300.000000,4217.299805,4271.399902,4271.399902,301435
2022-10-28,4281.399902,4320.000000,4251.549805,4307.350098,4307.350098,120314
2022-10-31,4316.500000,4348.000000,4290.000000,4320.899902,4320.899902,186409
2022-11-01,4329.000000,4347.100098,4232.549805,4247.500000,4247.500000,249229
2022-11-02,4264.799805,4268.000000,4177.000000,4193.649902,4193.649902,254614
2022-11-03,4180.000000,4230.000000,4165.000000,4194.200195,4194.200195,153178
2022-11-04,4200.000000,4207.950195,4150.000000,4167.350098,4167.350098,532072
2022-11-07,4188.799805,4214.100098,4140.500000,4173.500000,4173.500000,395435
2022-11-09,4199.000000,4199.000000,4118.000000,4158.700195,4158.700195,361585
2022-11-10,4158.700195,4175.000000,4104.399902,4138.850098,4138.850098,254477
2022-11-11,4159.549805,4169.000000,4117.049805,4128.350098,4128.350098,214392
2022-11-14,4144.799805,4144.799805,4081.800049,4098.350098,4098.350098,300509
2022-11-15,4082.000000,4109.799805,4046.000000,4053.800049,4053.800049,496893
2022-11-16,4053.800049,4059.949951,4003.149902,4011.699951,4011.699951,290474
2022-11-17,4000.000000,4009.949951,3940.000000,3949.199951,3949.199951,365371
2022-11-18,3968.899902,4020.000000,3890.050049,3910.600098,3910.600098,402297
2022-11-21,3923.000000,3936.000000,3871.050049,3882.300049,3882.300049,204061
2022-11-22,3884.949951,4026.000000,3883.000000,3955.199951,3955.199951,504844
2022-11-23,3975.000000,3998.600098,3934.250000,3954.750000,3954.750000,182631
2022-11-24,3974.350098,3994.750000,3951.100098,3968.050049,3968.050049,155797
